Station,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Sitakunda,2011,4,43,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,48,0,0,11,1,19,7,28,0,
Sitakunda,2011,5,0,2,0,0,10,12,1,6,0,0,18,17,0,4,0,0,0,51,11,68,12,74,1,23,0,14,0,10,1,14,12
Sitakunda,2011,6,35,0,8,0,0,0,0,9,10,4,3,0,3,6,56,1,26,96,7,0,2,1,5,10,4,5,52,7,29,123,
Sitakunda,2011,7,62,186,55,1,0,0,7,0,66,7,3,0,0,0,0,4,5,8,47,173,4,114,26,22,0,3,2,12,0,8,3
Sitakunda,2011,8,7,4,13,45,119,154,108,51,69,88,47,0,0,20,0,0,25,24,2,2,52,66,77,102,48,2,1,3,0,1,6
Sitakunda,2011,9,8,0,14,0,0,1,50,143,66,3,0,11,0,1,18,14,140,12,0,20,5,2,1,3,1,0,1,0,2,8,
Sitakunda,2011,10,45,6,1,2,0,60,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
Sitakunda,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sitakunda,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srimangal,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srimangal,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,
Srimangal,2011,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,27
Srimangal,2011,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,19,16,0,0,0,0,0,5,0,29,0,
Srimangal,2011,5,7,0,101,68,8,4,0,1,0,11,4,4,0,36,0,0,0,72,11,16,3,88,5,25,35,0,0,16,15,50,15
Srimangal,2011,6,13,0,21,0,0,1,1,7,21,17,64,17,86,16,20,36,0,1,0,0,4,7,10,7,1,3,4,9,13,22,
Srimangal,2011,7,18,10,2,0,10,23,0,16,36,0,1,0,64,2,27,2,3,1,2,51,21,0,4,0,0,9,3,14,1,9,72
Srimangal,2011,8,0,0,24,1,3,9,7,1,34,10,1,1,19,0,3,9,81,6,22,1,0,11,4,2,3,2,2,29,14,0,8
Srimangal,2011,9,6,5,0,0,7,12,9,0,0,2,11,0,0,32,3,2,3,2,3,2,1,4,1,1,1,0,0,1,0,0,
Srimangal,2011,10,0,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0
Srimangal,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Srimangal,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sydpur,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sydpur,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,,,
sydpur,2011,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
sydpur,2011,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,25,3,0,0,0,0,
sydpur,2011,5,9,5,0,8,10,0,0,16,0,0,10,0,24,26,0,53,0,28,19,0,37,4,0,26,0,0,0,0,0,8,0
sydpur,2011,6,36,1,0,0,2,0,0,0,8,0,0,0,2,3,3,5,2,13,11,11,0,0,0,49,6,18,10,6,27,10,
sydpur,2011,7,22,36,35,4,0,0,0,0,0,2,72,9,8,0,18,21,4,0,16,3,1,1,3,0,0,0,71,41,9,33,0
sydpur,2011,8,0,53,35,4,3,67,25,16,0,50,6,0,0,2,14,68,108,68,9,0,0,0,0,0,30,0,0,1,0,0,0
sydpur,2011,9,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3,109,35,28,3,0,0,0,2,3,7,120,3,0,0,
sydpur,2011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sydpur,2011,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sydpur,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylhet,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylhet,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,
Sylhet,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,32,0,2,20,0,0,0,4,12,11
Sylhet,2011,4,2,19,20,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,7,8,0,0,11,0,0,0,0,0,
Sylhet,2011,5,0,23,12,26,0,0,63,4,9,2,9,9,42,1,2,65,4,0,0,0,31,10,6,13,15,0,0,50,0,1,6
Sylhet,2011,6,6,3,6,0,41,2,0,37,4,2,131,8,0,1,5,2,0,6,8,8,61,0,16,92,55,6,7,22,30,19,
Sylhet,2011,7,141,5,51,22,1,0,11,76,4,110,0,0,2,15,3,6,18,45,29,2,10,24,22,1,0,17,30,23,0,5,0
Sylhet,2011,8,0,0,26,24,4,34,29,18,52,121,72,15,9,6,42,56,39,31,0,0,14,44,1,38,22,13,0,0,2,0,10
Sylhet,2011,9,0,42,0,0,10,68,10,22,4,0,0,0,0,26,113,11,3,72,21,0,1,2,22,2,25,29,3,4,0,0,
Sylhet,2011,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,24,0,0,0,0,0,0,0,0,0
Sylhet,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sylhet,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tangail,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tangail,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Tangail,2011,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Tangail,2011,4,0,0,1,1,8,0,0,0,0,0,0,8,0,0,7,0,20,0,7,16,0,0,0,0,0,0,0,0,0,0,
Tangail,2011,5,0,3,0,24,8,0,0,2,0,10,20,6,0,17,8,0,0,0,29,1,4,16,0,27,19,0,0,0,0,4,0
Tangail,2011,6,6,0,13,0,0,0,0,0,33,0,0,16,0,0,1,0,1,3,34,12,5,0,54,50,19,5,5,8,21,17,
Tangail,2011,7,75,14,8,1,0,0,0,7,0,0,0,7,1,1,6,1,0,9,2,82,25,8,3,0,0,8,1,0,0,0,0
Tangail,2011,8,0,44,8,10,76,76,14,11,63,78,36,5,1,51,0,18,157,19,24,0,0,1,1,32,4,0,0,0,0,9,23
Tangail,2011,9,3,0,0,0,0,0,0,14,14,0,3,0,0,16,18,10,40,12,10,3,5,0,0,0,0,0,2,0,0,0,
Tangail,2011,10,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,16,0,0,0,0,0,0,0,0,0
Tangail,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tangail,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teknaf,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Teknaf,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
Teknaf,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Teknaf,2011,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,82,24,3,
Teknaf,2011,5,0,0,0,0,46,10,9,1,0,0,18,6,0,0,0,0,2,17,13,6,5,5,14,0,0,3,0,10,23,52,72
Teknaf,2011,6,89,3,0,0,0,0,1,49,64,52,0,4,4,10,28,80,86,53,130,12,39,30,23,41,31,76,40,178,21,36,
Teknaf,2011,7,35,105,1,15,9,10,12,0,0,0,44,2,8,16,8,5,11,51,74,125,143,134,19,12,1,0,0,0,6,2,0
Teknaf,2011,8,14,15,31,21,53,68,80,131 1,44,207,62,8,53,3,8,0,6,4,41,1,5,4,41,13,14,17,112,7,0,0,0
Teknaf,2011,9,10,17,12,11,10,8,92,91,97,131,0,0,4,55,88,85,13,13,4,0,14,16,14,19,12,10,0,0,0,0,
Teknaf,2011,10,51,102,41,4,0,15,0,0,0,0,2,0,0,0,0,0,0,0,53,172,12,0,21,1,0,0,0,0,0,0,0
Teknaf,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Teknaf,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambagan(Ctg),2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambagan(Ctg),2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ambagan(Ctg),2012,3,12,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambagan(Ctg),2012,4,0,0,0,0,0,0,2,26,74,8,41,0,6,16,0,0,0,0,0,0,0,21,0,5,0,2,0,1,14,15,
Ambagan(Ctg),2012,5,22,32,2,0,0,0,0,0,0,0,0,0,0,13,0,1,21,0,0,0,0,0,0,0,2,0,0,19,0,2,0
Ambagan(Ctg),2012,6,87,32,1,0,50,6,59,0,0,0,0,0,0,0,1,115,66,0,0,22,9,16,48,173,136,9,438,0,0,0,
Ambagan(Ctg),2012,7,2,0,0,11,1,0,0,3,1,0,6,18,79,10,163,44,32,65,41,0,0,14,18,40,22,0,19,9,34,23,7
Ambagan(Ctg),2012,8,6,6,1,4,2,1,7,45,0,0,5,39,42,3,2,0,0,0,0,28,34,10,15,12,0,1,1,0,36,0,0
Ambagan(Ctg),2012,9,0,0,30,0,10,0,0,0,3,0,0,27,5,1,0,9,0,0,0,0,0,0,22,89,11,3,0,0,10,1,
Ambagan(Ctg),2012,10,0,0,13,13,165,102,0,3,3,2,78,40,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambagan(Ctg),2012,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ambagan(Ctg),2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,1,0,0,0,0,0,0,0,14,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Barisal,2012,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,4,0,0,0,0,0,0,28,0,37,92,1,0,4,23,0,0,0,0,0,0,0,0,0,1,0,8,0,0,27,2,
Barisal,2012,5,0,56,17,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,6,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,7,13,50,20,32,0,0,1,28,
Barisal,2012,7,1,1,1,17,9,1,8,11,1,21,0,0,2,2,3,28,27,27,15,0,0,17,8,10,2,1,11,39,1,5,6
Barisal,2012,8,7,0,2,1,11,21,9,15,25,0,14,27,13,42,12,0,0,1,1,2,4,9,38,1,2,2,2,1,1,1,6
Barisal,2012,9,1,33,9,3,42,47,2,0,0,37,3,2,20,40,37,18,14,40,0,0,0,0,4,15,12,2,0,0,0,0,
Barisal,2012,10,0,0,20,2,7,8,0,0,0,7,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,11,0,0,0,1,0,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barisal,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhola,2012,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhola,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bhola,2012,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhola,2012,4,0,0,0,0,0,0,16,20,25,48,12,0,0,22,0,0,0,0,0,0,0,6,0,0,0,4,0,0,24,14,
Bhola,2012,5,0,42,26,2,14,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhola,2012,6,0,41,1,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,6,2,15,54,34,38,0,0,0,1,
Bhola,2012,7,10,1,21,22,5,6,8,3,4,13,7,9,5,18,2,0,24,0,18,1,6,22,16,1,0,4,18,28,26,17,8
Bhola,2012,8,1,0,2,0,15,34,5,48,3,2,11,13,40,9,4,0,4,2,0,18,11,0,50,0,3,0,1,4,2,1,2
Bhola,2012,9,1,0,9,7,52,23,5,0,0,18,3,3,19,4,0,12,9,6,0,0,2,0,1,4,12,0,1,0,0,0,
Bhola,2012,10,0,0,20,0,31,25,0,2,0,2,26,2,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhola,2012,11,0,0,0,1,1,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bhola,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0
Bogra,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bogra,2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,2012,4,0,0,0,0,0,11,1,7,0,0,8,0,5,0,0,16,0,0,0,0,21,0,0,0,0,5,0,0,0,0,
Bogra,2012,5,0,9,0,0,0,0,0,0,0,0,0,2,51,0,0,4,1,5,1,0,0,0,1,1,15,1,0,0,0,0,3
Bogra,2012,6,0,0,21,0,16,21,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,6,3,46,6,13,0,0,2,0,
Bogra,2012,7,0,0,1,18,4,11,31,1,0,4,0,3,29,0,4,5,34,8,0,10,0,3,3,3,1,0,0,8,2,3,0
Bogra,2012,8,0,0,18,0,32,8,0,0,1,0,3,8,61,10,0,0,0,0,0,5,3,4,8,1,2,0,0,0,0,0,0
Bogra,2012,9,0,0,0,0,7,10,0,0,0,3,1,9,3,66,30,38,92,3,17,0,8,4,32,1,0,0,14,0,0,7,
Bogra,2012,10,15,0,0,9,10,0,0,1,13,10,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,2012,11,0,0,0,2,6,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bogra,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chandpur,2012,1,0,1,1,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandpur,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,
Chandpur,2012,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0
Chandpur,2012,4,0,0,0,0,0,0,37,12,40,23,0,0,12,0,0,0,0,0,0,0,0,43,0,0,0,20,0,0,7,0,
Chandpur,2012,5,0,26,2,8,21,0,0,0,0,0,0,0,28,1,0,0,0,21,0,10,0,0,0,0,0,0,0,0,4,0,0
Chandpur,2012,6,0,48,23,0,18,31,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,12,22,6,45,24,8,33,0,0,
Chandpur,2012,7,1,0,1,1,9,5,36,2,7,25,5,0,5,33,30,1,3,2,37,6,0,11,3,12,1,0,15,19,7,10,11
Chandpur,2012,8,36,4,0,2,3,12,9,13,29,8,47,20,24,31,4,1,8,0,0,18,7,109,0,0,12,0,0,5,16,31,3
Chandpur,2012,9,0,1,0,13,11,14,2,0,0,11,13,7,25,5,11,8,8,0,0,0,6,0,1,0,0,0,0,0,0,1,
Chandpur,2012,10,0,0,0,1,2,0,0,20,21,6,17,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandpur,2012,11,0,0,1,3,38,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chandpur,2012,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Chittagong,2012,3,17,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,2012,4,0,0,0,0,0,0,0,8,47,7,26,0,7,12,0,0,0,0,0,0,0,6,0,1,0,0,0,0,32,46,
Chittagong,2012,5,68,46,5,0,0,0,0,0,0,0,0,0,0,21,3,0,34,2,0,0,0,0,0,0,0,0,0,0,7,2,0
Chittagong,2012,6,68,46,1,0,51,4,59,0,0,2,0,0,0,0,23,108,85,0,0,25,23,11,40,187,116,24,463,1,0,0,
Chittagong,2012,7,1,0,0,37,2,1,0,6,4,0,7,5,184,16,75,33,3,82,31,0,1,25,20,111,21,0,23,19,55,18,8
Chittagong,2012,8,14,5,0,5,2,3,12,65,1,0,7,25,48,14,2,0,0,0,0,30,16,0,4,8,0,1,4,6,25,1,1
Chittagong,2012,9,0,2,50,2,12,0,0,0,4,1,1,9,10,2,0,0,0,0,0,0,0,0,7,43,14,6,1,0,6,0,
Chittagong,2012,10,1,21,59,48,122,212,0,0,60,2,62,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,2012,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chittagong,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuadanga,2012,1,0,1,2,0,0,8,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuadanga,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
chuadanga,2012,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuadanga,2012,4,0,0,0,0,0,9,33,1,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,
chuadanga,2012,5,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
chuadanga,2012,6,0,0,0,0,0,0,2,17,0,7,0,25,2,0,0,0,0,3,0,0,15,16,13,2,21,2,0,0,0,0,
chuadanga,2012,7,0,1,0,2,9,2,9,4,3,5,43,1,10,38,9,6,43,40,7,11,3,9,1,0,11,1,2,6,6,28,12
chuadanga,2012,8,10,0,3,0,3,1,9,5,13,0,5,11,17,11,0,0,11,0,1,0,11,2,24,1,0,5,0,0,0,0,0
chuadanga,2012,9,0,0,0,12,13,40,2,0,1,13,0,0,0,0,38,9,13,2,0,0,0,0,0,0,0,0,0,30,0,0,
chuadanga,2012,10,0,0,0,6,45,0,0,0,0,58,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuadanga,2012,11,0,0,3,42,23,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chuadanga,2012,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,2012,1,0,1,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Comilla,2012,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,2012,4,0,0,0,0,0,0,20,8,41,30,11,0,19,0,0,0,0,0,4,0,23,4,0,0,0,24,0,0,11,0,
Comilla,2012,5,31,14,74,8,3,0,0,0,0,0,0,0,0,1,0,12,0,2,0,16,4,0,0,0,6,0,18,20,0,0,0
Comilla,2012,6,0,8,6,0,32,48,1,33,0,0,0,0,0,0,0,81,28,0,0,11,7,19,18,37,41,22,7,43,0,0,
Comilla,2012,7,1,6,0,10,5,14,0,0,11,15,1,24,3,26,12,0,5,31,75,2,0,0,6,12,4,0,1,10,6,2,0
Comilla,2012,8,0,0,3,26,14,11,3,33,6,0,3,4,67,43,7,5,34,0,0,19,1,4,9,0,13,0,0,0,0,68,0
Comilla,2012,9,0,1,0,3,1,8,1,0,6,2,2,2,74,2,3,23,5,1,0,0,0,2,1,3,23,0,13,0,0,2,
Comilla,2012,10,24,2,1,25,7,3,0,1,1,0,41,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,2012,11,0,0,0,9,12,2,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Comilla,2012,12,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cox's Bazar,2012,3,0,5,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,2012,4,0,0,0,0,0,0,0,0,66,15,13,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,
Cox's Bazar,2012,5,27,95,2,0,0,0,0,0,0,0,0,15,0,13,0,14,63,0,0,0,0,0,0,0,0,0,0,12,9,2,2
Cox's Bazar,2012,6,17,10,0,0,0,0,1,0,0,17,0,0,5,111,118,170,79,0,10,3,30,19,37,81,104,15,240,4,16,15,
Cox's Bazar,2012,7,0,0,6,19,19,30,24,11,21,23,31,43,18,27,30,43,77,67,82,6,0,26,32,21,66,15,64,76,100,85,68
Cox's Bazar,2012,8,49,23,15,12,29,73,41,120,81,11,63,33,105,8,0,4,3,0,1,55,10,0,6,15,7,0,0,28,8,0,1
Cox's Bazar,2012,9,1,28,0,4,54,0,0,1,20,17,35,42,5,51,0,0,0,0,0,4,0,4,3,9,15,1,0,2,1,5,
Cox's Bazar,2012,10,1,2,23,67,29,2,0,2,0,9,106,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,2012,11,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
Cox's Bazar,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,2012,1,0,0,1,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Dhaka,2012,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,2012,4,0,0,0,0,0,0,62,9,18,9,0,0,40,0,0,11,0,0,52,0,8,29,0,0,0,31,0,0,0,0,
Dhaka,2012,5,0,53,13,16,6,0,0,0,0,0,0,0,1,0,0,1,10,4,1,1,1,0,0,0,4,0,0,0,2,0,24
Dhaka,2012,6,3,0,1,0,8,56,0,2,0,0,0,0,0,0,0,0,9,17,42,2,6,0,0,8,7,10,0,0,0,4,
Dhaka,2012,7,17,7,2,18,29,2,4,0,1,10,1,4,16,6,14,0,0,51,2,2,1,5,5,0,0,0,9,1,18,1,0
Dhaka,2012,8,11,1,0,9,1,2,6,26,16,0,0,2,54,13,2,0,7,0,1,8,34,40,0,2,24,0,0,21,1,1,0
Dhaka,2012,9,0,0,1,0,3,23,0,0,0,10,0,1,4,12,2,0,5,8,0,0,0,0,0,0,0,0,0,8,0,4,
Dhaka,2012,10,0,0,0,2,13,0,0,0,0,2,7,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,2012,11,0,0,0,4,22,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,2012,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,2012,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,2012,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
